[coverage strength]
5
""
STARRED_click_Sessions_tab,SCHEDULE_click_Whaton,SCHEDULE_click_Home_btn,DASHBOARD_click_Starred_btn,DASHBOARD_click_Schedule_btn
action,action,action,action,action
