[coverage strength]
4
""
ReplyEmail_click_Discard_menu,UnifiedInbox_click_Select_all_menu,ReplyEmail_type_Message_text,Home_click_Batch_Ops_menu,SelectBatchOps_click_Clear_all_selections,UnifiedInbox_click_Compose_menu,ComposeEmail_click_Add_Attachement_menu,AddingAttachement_goBack
action,action,validName,action,action,action,action,action
