[coverage strength]
3
""
UnifiedInbox_click_Compose_menu,SelectBatchOps_click_Mark_selected_unread,ComposeEmail_click_Add_Attachement_menu,AddingAttachement_goBack,UnifiedInboxSelected_click_Close_btn_3,UnifiedInboxSelected_click_AllStar_btn_2,UnifiedInbox_click_Select_all_menu,Home_click_Batch_Ops_menu,ReplyEmail_click_Add_CcBcc_menu
action,action,action,action,action,action,action,action,action
