[coverage strength]
2
""
DASHBOARD_click_Schedule_btn,DASHBOARD_click_Starred_btn,SCHEDULE_click_Whaton,STARRED_click_Sandbox_tab,SCHEDULE_click_Home_btn
action,action,action,action,action
